Note author: ONLY [N]T has 1 allocs, it's okey, SEE performance recommendations in func's description or in utils/README.md

goos: darwin
goarch: arm64
pkg: github.com/lif0/pkg/utils/reflect
cpu: Apple M2
BenchmarkEstimatePayloadOf/[]*float64{nil}-8      	        445535386	         2.730 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]*float64{nil}-8     	        359391594	         3.327 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]float64{nil}-8    	        64259752	         19.41 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]float64{nil}-8   	        328936171	         3.574 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]*float64{nil}-8   	         4598656	         259.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]*float64{nil}-8  	        333528585	         3.565 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/complex64-8            	        500275411	         2.425 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*complex64-8           	        451077793	         2.703 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]complex64-8          	        466467315	         2.610 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]complex64-8         	        459709640	         2.530 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]*complex64-8         	        31549990	         38.18 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]*complex64-8        	        31178953	         37.45 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]complex64-8       	        64377972	         19.05 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]complex64-8      	        100000000	         10.74 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]*complex64-8      	        30786728	         38.29 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]*complex64-8     	        31158343	         39.09 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]complex64{nil}-8     	        500250385	         2.472 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]complex64{nil}-8    	        516521792	         2.357 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]*complex64{nil}-8    	        438440982	         2.665 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]*complex64{nil}-8   	        439427242	         2.737 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]complex64{nil}-8  	        64020913	         18.77 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]complex64{nil}-8 	        337049143	         3.546 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]*complex64{nil}-8 	         4668164	         257.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]*complex64{nil}-8         	369702993	         3.272 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/complex128-8                    	444454321	         2.553 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*complex128-8                   	420984620	         2.686 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]complex128-8                  	404948299	         2.982 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]complex128-8                 	444402609	         2.682 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]*complex128-8                 	30791962	         38.85 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]*complex128-8                	32044755	         38.56 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]complex128-8               	 8268051	         145.0 ns/op	    1792 B/op	       1 allocs/op
BenchmarkEstimatePayloadOf/*[100]complex128-8              	100000000	         10.25 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]*complex128-8              	30092974	         39.14 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]*complex128-8             	30640676	         38.92 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]complex128{nil}-8             	449696664	         2.696 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]complex128{nil}-8            	404099534	         3.071 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]*complex128{nil}-8            	444568827	         2.751 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]*complex128{nil}-8           	400752133	         3.026 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]complex128{nil}-8          	 7158165	         173.6 ns/op	    1792 B/op	       1 allocs/op
BenchmarkEstimatePayloadOf/*[100]complex128{nil}-8         	385570814	         3.129 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]*complex128{nil}-8         	 4604816	         262.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]*complex128{nil}-8        	360583830	         3.271 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/bool-8                          	483132711	         2.457 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*bool-8                         	403824100	         3.012 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]bool-8                        	403574605	         2.961 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]bool-8                       	451687616	         2.687 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]*bool-8                       	31182184	         38.43 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]*bool-8                      	31627428	         38.34 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]bool-8                     	124680100	         9.733 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]bool-8                    	100000000	         11.22 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]*bool-8                    	31394436	         38.79 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]*bool-8                   	30737540	         38.24 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]bool{nil}-8                   	446270364	         2.678 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]bool{nil}-8                  	406408784	         2.975 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]*bool{nil}-8                  	458317094	         2.624 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]*bool{nil}-8                 	450579486	         2.664 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]bool{nil}-8                	126011746	         9.747 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]bool{nil}-8               	312426706	         3.848 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]*bool{nil}-8               	 4581734	         260.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]*bool{nil}-8              	345086276	         3.262 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/string-8                        	447652621	         2.472 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*string-8                       	551424022	         2.196 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]string-8                      	35901226	         33.56 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]string-8                     	34934751	         33.24 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]*string-8                     	35852779	         33.72 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]*string-8                    	35153331	         34.31 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]string-8                   	 2534415	         453.6 ns/op	    1792 B/op	       1 allocs/op
BenchmarkEstimatePayloadOf/*[100]string-8                  	 3810572	         314.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]*string-8                  	35843676	         34.01 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]*string-8                 	35185069	         33.32 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]string{nil}-8                 	448611127	         2.671 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]string{nil}-8                	451298611	         2.682 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]*string{nil}-8                	404437579	         2.963 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]*string{nil}-8               	447975151	         2.662 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]string{nil}-8              	 2408052	         484.3 ns/op	    1792 B/op	       1 allocs/op
BenchmarkEstimatePayloadOf/*[100]string{nil}-8             	311049682	         3.858 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]*string{nil}-8             	 4639759	         258.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]*string{nil}-8            	335497525	         3.354 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/time.Time-8                     	494110647	         2.423 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*time.Time-8                    	513579633	         2.357 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]time.Time-8                   	460952077	         2.608 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]time.Time-8                  	448780509	         2.663 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]*time.Time-8                  	31088014	         38.54 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]*time.Time-8                 	31301659	         38.11 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]time.Time-8                	 4525392	         271.9 ns/op	    2688 B/op	       1 allocs/op
BenchmarkEstimatePayloadOf/*[100]time.Time-8               	100000000	         11.86 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]*time.Time-8               	31078957	         39.48 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]*time.Time-8              	31116397	         38.34 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]time.Time{nil}-8              	491396382	         2.441 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]time.Time{nil}-8             	449352088	         2.660 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]*time.Time{nil}-8             	451747131	         2.674 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]*time.Time{nil}-8            	406856031	         2.950 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]time.Time{nil}-8           	 3979893	         324.4 ns/op	    2688 B/op	       1 allocs/op
BenchmarkEstimatePayloadOf/*[100]time.Time{nil}-8          	369476991	         3.297 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]*time.Time{nil}-8          	 4628685	         259.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]*time.Time{nil}-8         	369431683	         3.247 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/time.Duration-8                 	482678301	         2.476 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*time.Duration-8                	451488712	         2.659 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]time.Duration-8               	369680308	         3.253 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]time.Duration-8              	406550659	         2.950 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]*time.Duration-8              	31822113	         38.14 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]*time.Duration-8             	31112599	         37.94 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]time.Duration-8            	64109557	         18.68 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]time.Duration-8           	100000000	         10.65 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]*time.Duration-8           	31879424	         37.88 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]*time.Duration-8          	30830858	         38.14 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]time.Duration{nil}-8          	405791089	         2.973 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]time.Duration{nil}-8         	362267066	         3.001 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[]*time.Duration{nil}-8         	484909057	         2.530 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[]*time.Duration{nil}-8        	434567882	         2.832 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]time.Duration{nil}-8       	63787093	         19.25 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]time.Duration{nil}-8      	324292442	         3.627 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/[100]*time.Duration{nil}-8      	 4542721	         259.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkEstimatePayloadOf/*[100]*time.Duration{nil}-8     	359782150	         3.338 ns/op	       0 B/op	       0 allocs/op
PASS
ok  	github.com/lif0/pkg/utils/reflect	483.253s
